                         baronBM  baronBMc  baronHR  baronHRc  cplexBM  cplexHRc  knitroBM  knitroBMc  knitroHR  knitroHRc  mosekBM  mosekBM.2  mosekBMc  mosekBMc.2  mosekHRc  mosekHRc.2  sbbknitroBM  sbbknitroBMc  sbbknitroHR  sbbknitroHRc  sbbmosekBM  sbbmosekBMc  sbbmosekHR  sbbmosekHRc
LogReg_10_20_2_7               -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_10_20_2_8               -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_10_20_2_9               -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_2_20_1_1                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_2_20_1_10               -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_2_20_1_2                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -          1.0             -          1.0             -           -            -           -            -
LogReg_2_20_1_3                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_2_20_1_4                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -          1.0             -            -             -           -            -           -            -
LogReg_2_20_1_5                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -          1.0           1.0          1.0             -           -          1.0           -            -
LogReg_2_20_1_6                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -          1.0             -            -             -           -            -           -            -
LogReg_2_20_1_7                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -          1.0           1.0          1.0             -           -          1.0           -          1.0
LogReg_2_20_1_8                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -          1.0           1.0          1.0             -           -          1.0           -            -
LogReg_2_20_1_9                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -          1.0           1.0          1.0             -           -          1.0           -            -
LogReg_2_20_2_1                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_2_20_2_10               -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -          1.0           1.0          1.0             -           -            -           -            -
LogReg_2_20_2_2                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_2_20_2_3                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_2_20_2_4                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -          1.0           1.0          1.0             -           -          1.0           -            -
LogReg_2_20_2_5                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -          1.0           1.0            -             -           -            -           -            -
LogReg_2_20_2_6                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_2_20_2_7                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -          1.0           1.0          1.0             -           -          1.0           -          1.0
LogReg_2_20_2_8                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -           1.0            -             -           -            -           -            -
LogReg_2_20_2_9                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -           1.0            -             -           -            -           -            -
LogReg_5_20_1_1                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_5_20_1_10               -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_5_20_1_2                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_5_20_1_3                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_5_20_1_4                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_5_20_1_5                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_5_20_1_6                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_5_20_1_7                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_5_20_1_8                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_5_20_1_9                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_5_20_2_1                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_5_20_2_10               -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_5_20_2_2                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_5_20_2_3                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_5_20_2_4                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
LogReg_5_20_2_5                -         -        -       1.0        -         -         -          -         -          -        -          -         -           -         -           -            -             -            -             -           -            -           -            -
